intended_num_agents,intended_recipe,intention,model_num_agents,model_recipe,model_run,design_congruent,seed,timesteps,agent_pauses,agent_collisions,was_successful
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,1,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,2,28,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,3,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,4,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,5,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,6,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,7,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,8,44,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,9,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,10,44,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,11,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,12,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,13,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,14,28,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,15,28,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,16,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,17,30,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,18,44,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,19,44,0,0,True
1agent,onion,1agent-onion,1agent,onion,1agent-onion,congruent,20,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,1,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,2,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,3,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,4,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,5,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,6,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,7,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,8,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,9,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,10,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,11,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,12,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,13,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,14,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,15,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,16,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,17,30,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,18,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,19,44,0,0,True
1agent,onion,1agent-onion,1agent,tomato,1agent-tomato,incongruent,20,44,0,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,1,24,7,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,2,27,12,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,3,29,8,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,4,27,9,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,5,31,12,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,6,24,9,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,7,26,9,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,8,27,11,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,9,23,8,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,10,27,8,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,11,25,5,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,12,29,11,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,13,25,7,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,14,26,5,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,15,22,10,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,16,25,5,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,17,27,8,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,18,28,11,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,19,32,11,0,True
1agent,onion,1agent-onion,2agent,onion,2agent-onion,incongruent,20,29,8,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,1,31,5,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,2,47,7,5,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,3,37,8,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,4,52,16,3,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,5,35,7,1,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,6,40,6,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,7,35,8,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,8,29,4,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,9,30,3,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,10,37,7,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,11,34,11,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,12,36,10,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,13,37,8,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,14,31,7,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,15,35,4,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,16,38,9,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,17,30,6,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,18,31,11,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,19,40,6,0,True
1agent,onion,1agent-onion,2agent,tomato,2agent-tomato,incongruent,20,39,10,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,1,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,2,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,3,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,4,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,5,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,6,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,7,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,8,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,9,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,10,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,11,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,12,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,13,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,14,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,15,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,16,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,17,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,18,30,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,19,44,0,0,True
1agent,tomato,1agent-tomato,1agent,onion,1agent-onion,incongruent,20,44,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,1,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,2,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,3,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,4,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,5,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,6,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,7,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,8,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,9,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,10,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,11,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,12,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,13,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,14,30,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,15,42,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,16,42,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,17,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,18,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,19,28,0,0,True
1agent,tomato,1agent-tomato,1agent,tomato,1agent-tomato,congruent,20,28,0,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,1,40,17,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,2,41,6,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,3,35,6,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,4,41,13,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,5,100,0,0,False
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,6,47,16,1,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,7,43,11,1,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,8,48,10,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,9,44,9,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,10,100,2,0,False
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,11,30,6,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,12,36,10,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,13,67,67,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,14,37,11,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,15,35,4,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,16,33,7,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,17,32,9,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,18,36,11,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,19,36,3,0,True
1agent,tomato,1agent-tomato,2agent,onion,2agent-onion,incongruent,20,37,8,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,1,28,11,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,2,27,12,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,3,26,7,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,4,32,13,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,5,31,12,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,6,24,9,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,7,30,10,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,8,29,9,1,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,9,25,11,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,10,26,9,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,11,27,9,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,12,27,11,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,13,27,10,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,14,25,7,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,15,29,9,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,16,25,6,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,17,28,5,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,18,29,9,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,19,24,8,0,True
1agent,tomato,1agent-tomato,2agent,tomato,2agent-tomato,incongruent,20,29,9,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,1,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,2,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,3,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,4,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,5,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,6,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,7,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,8,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,9,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,10,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,11,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,12,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,13,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,14,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,15,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,16,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,17,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,18,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,19,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,onion,1agent-onion,incongruent,20,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,1,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,2,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,3,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,4,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,5,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,6,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,7,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,8,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,9,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,10,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,11,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,12,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,13,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,14,30,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,15,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,16,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,17,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,18,42,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,19,44,0,0,True
1agent,either_recipe,1agent-either_recipe,1agent,tomato,1agent-tomato,incongruent,20,42,0,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,1,28,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,2,30,7,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,3,33,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,4,39,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,5,29,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,6,29,12,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,7,33,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,8,36,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,9,27,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,10,29,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,11,33,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,12,31,13,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,13,30,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,14,34,13,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,15,31,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,16,32,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,17,29,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,18,32,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,19,29,12,0,True
1agent,either_recipe,1agent-either_recipe,2agent,onion,2agent-onion,incongruent,20,28,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,1,28,12,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,2,33,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,3,28,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,4,30,6,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,5,32,7,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,6,33,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,7,33,7,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,8,32,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,9,31,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,10,32,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,11,27,6,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,12,28,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,13,31,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,14,36,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,15,30,9,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,16,28,10,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,17,27,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,18,27,11,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,19,33,8,0,True
1agent,either_recipe,1agent-either_recipe,2agent,tomato,2agent-tomato,incongruent,20,32,7,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,1,33,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,2,35,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,3,45,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,4,35,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,5,33,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,6,45,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,7,45,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,8,33,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,9,33,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,10,35,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,11,45,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,12,35,0,0,True
2agent,onion,2agent-onion,1agent,onion,1agent-onion,incongruent,13,35,0,0,True
